Country,Job Title,Gender,Quantity,Percentage
Greece,Data Entry Technician,Male,1,0.018%
Greece,Data Examination Clerk,Male,1,0.018%
Greece,Data Keyer,Male,1,0.018%
Greece,Data Management Information Technology Specialist,Male,3,0.053%
Greece,Data Miner,Male,3,0.053%
Greece,Data Modeling Specialist,Female,1,0.018%
Greece,Data Modeling Specialist,Male,2,0.035%
Greece,Data Officer,Male,3,0.053%
Greece,Data Processing Consultant,Male,2,0.035%
Greece,Data Processing Manager,Female,1,0.018%
Greece,Data Processing Systems Analyst,Male,1,0.018%
Greece,Data Processing Systems Project Planner,Male,1,0.018%
Greece,Data Processor,Female,1,0.018%
Greece,Data Scientist,Male,2,0.035%
Greece,Data Security Administrator,Male,2,0.035%
Greece,Data Security Analyst,Male,2,0.035%
Greece,Data Storage Specialist,Female,1,0.018%
Greece,Data Systems Manager,Male,1,0.018%
Greece,Data Warehouse Analyst,Female,1,0.018%
Greece,Data Warehouse Analyst,Male,1,0.018%
Greece,Data Warehouse Architect,Male,1,0.018%
Greece,Data Warehouse Developer,Female,1,0.018%
Greece,Data Warehouse Developer,Male,1,0.018%
Greece,Data Warehouse Specialist,Male,2,0.035%
Greece,Data Warehousing Engineer,Female,1,0.018%
Greece,Data Warehousing Engineer,Male,2,0.035%
Greece,Data Warehousing Specialist,Male,3,0.053%
Greece,Database Administration Associate,Male,2,0.035%
Greece,Database Administration Manager,Male,2,0.035%
Greece,Database Administration Project Manager,Male,1,0.018%
Greece,Database Architect,Male,1,0.018%
Greece,Database Consultant,Male,2,0.035%
Greece,Database Coordinator,Male,4,0.07%
Greece,Database Design Analyst,Male,1,0.018%
Greece,Database Designer,Male,2,0.035%
Greece,Database Engineer,Male,2,0.035%
Greece,Database Management System Specialist (DBMS Specialist),Female,1,0.018%
Greece,Database Manager,Male,2,0.035%
Greece,Database Marketing Analyst,Male,1,0.018%
Greece,Database Modeler,Male,2,0.035%
Greece,Database Programmer,Male,1,0.018%
Greece,Database Security Expert,Female,1,0.018%
Greece,Database Security Expert,Male,1,0.018%
Greece,Database Software Technician,Male,1,0.018%
Greece,Database Specialist,Male,2,0.035%
Greece,Database Tester,Male,2,0.035%
Greece,Databases Computer Consultant,Female,1,0.018%
Greece,Databases Computer Consultant,Male,1,0.018%
Greece,Electronic Data Interchange System Developer (EDI System Developer),Male,1,0.018%
Greece,Electronic Data Processing Auditor (EDP Auditor),Female,1,0.018%
Greece,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Male,2,0.035%
Greece,Geographic Information Systems Data Administrator (GIS Data Administrator),Female,1,0.018%
Greece,Geographic Information Systems Data Administrator (GIS Data Administrator),Male,2,0.035%
Greece,Geographic Information Systems Data Manager (GIS Data Manager),Female,1,0.018%
Greece,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,2,0.035%
Greece,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,1,0.018%
Greece,Internet Database Specialist,Male,3,0.053%
Greece,Log Data Technician,Male,1,0.018%
Greece,Micro Computer Data Processor,Female,1,0.018%
Greece,Micro Computer Data Processor,Male,1,0.018%
Greece,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Male,1,0.018%
Greece,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Male,3,0.053%
Greece,Oracle Database Administrator (Oracle DBA),Male,2,0.035%
Greece,SCADA Technician (Supervisory Control and Data Acquisition Technician),Male,1,0.018%
Greece,SQL Database Administrator,Male,3,0.053%
Greece,Weight in Motion Field Data Collection Technician,Male,1,0.018%
Hungary,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,1,0.018%
Hungary,Automatic Data Processing Planner,Male,1,0.018%
Hungary,Automatic Data Processing Planner (ADP Planner),Female,2,0.035%
Hungary,Automatic Data Processing Planner (ADP Planner),Male,2,0.035%
Hungary,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Female,1,0.018%
Hungary,Customer Data Technician,Female,1,0.018%
Hungary,Data Acquisition Technician,Male,1,0.018%
Hungary,Data Administrator,Female,2,0.035%
Hungary,Data Administrator,Male,2,0.035%
Hungary,Data Analysis Assistant,Male,1,0.018%
Hungary,Data Architect,Male,2,0.035%
Hungary,Data Base Design Analyst,Female,1,0.018%
Hungary,Data Base Design Analyst,Male,1,0.018%
Hungary,Data Capture Clerk,Male,1,0.018%
Hungary,Data Capture Specialist,Male,1,0.018%
Hungary,Data Collection Technician,Male,1,0.018%
Hungary,Data Communications Software Consultant,Male,1,0.018%
Hungary,Data Conversion Operator,Male,1,0.018%
Hungary,Data Coordinator,Male,3,0.053%
Hungary,Data Entry Machine Operator,Male,1,0.018%
Hungary,Data Entry Supervisor,Male,1,0.018%
Hungary,Data Entry Technician,Male,1,0.018%
Hungary,Data Keyer,Male,1,0.018%
Hungary,Data Management Associate,Female,1,0.018%
Hungary,Data Management Associate,Male,2,0.035%
Hungary,Data Management Information Technology Specialist,Male,2,0.035%
Hungary,Data Miner,Male,5,0.088%
Hungary,Data Modeling Specialist,Male,2,0.035%
Hungary,Data Operations Director,Female,1,0.018%
Hungary,Data Processing Auditor,Female,1,0.018%
Hungary,Data Processing Auditor,Male,1,0.018%
Hungary,Data Processing Auxiliary Equipment Operator,Male,1,0.018%
Hungary,Data Processing Manager,Female,1,0.018%
Hungary,Data Processing Services Sales Representative,Male,3,0.053%
Hungary,Data Processing Supervisor,Male,1,0.018%
Hungary,Data Processing Systems Analyst,Male,2,0.035%
Hungary,Data Processing Systems Project Planner,Male,1,0.018%
Hungary,Data Processor,Female,1,0.018%
Hungary,Data Specialist,Male,2,0.035%
Hungary,Data Storage Specialist,Male,3,0.053%
Hungary,Data Warehouse Analyst,Male,2,0.035%
Hungary,Data Warehouse Architect,Male,1,0.018%
Hungary,Data Warehouse Developer,Male,1,0.018%
Hungary,Data Warehouse Specialist,Male,4,0.07%
Hungary,Data Warehousing Engineer,Male,1,0.018%
Hungary,Data Warehousing Manager,Male,1,0.018%
Hungary,Data Warehousing Specialist,Male,1,0.018%
Hungary,Database Administration Associate,Male,3,0.053%
Hungary,Database Administration Manager,Female,1,0.018%
Hungary,Database Administration Manager,Male,1,0.018%
Hungary,Database Analyst,Male,1,0.018%
Hungary,Database Consultant,Female,1,0.018%
Hungary,Database Consultant,Male,1,0.018%
Hungary,Database Coordinator,Female,2,0.035%
Hungary,Database Coordinator,Male,1,0.018%
Hungary,Database Design Analyst,Male,1,0.018%
Hungary,Database Designer,Male,1,0.018%
Hungary,Database Developer,Male,1,0.018%
Hungary,Database Engineer,Male,2,0.035%
Hungary,Database Management System Specialist (DBMS Specialist),Male,2,0.035%
Hungary,Database Manager,Male,1,0.018%
Hungary,Database Marketing Analyst,Female,1,0.018%
Hungary,Database Marketing Analyst,Male,1,0.018%
Hungary,Database Modeler,Male,1,0.018%
Hungary,Database Programmer,Male,1,0.018%
Hungary,Database Security Administrator,Male,1,0.018%
Hungary,Database Software Technician,Male,2,0.035%
Hungary,Database Tester,Male,1,0.018%
Hungary,Databases Computer Consultant,Male,2,0.035%
Hungary,Databases Software Consultant,Female,1,0.018%
Hungary,Databases Software Consultant,Male,1,0.018%
Hungary,Datastage Developer,Male,1,0.018%
Hungary,Director of Data Operations,Male,2,0.035%
Hungary,Electronic Data Interchange System Developer (EDI System Developer),Male,1,0.018%
Hungary,Electronic Data Processing Auditor (EDP Auditor),Male,1,0.018%
Hungary,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Male,2,0.035%
Hungary,Field Traffic Data Technician,Male,2,0.035%
Hungary,Flight Test Data Acquisition Technician,Male,1,0.018%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),Male,4,0.07%
Hungary,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,2,0.035%
Hungary,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,1,0.018%
Hungary,Head of Information Systems and Data Processing,Female,1,0.018%
Hungary,Head of Information Systems and Data Processing,Male,2,0.035%
Hungary,Health Data Analyst,Female,1,0.018%
Hungary,Internet Database Specialist,Female,1,0.018%
Hungary,Internet Database Specialist,Male,1,0.018%
Hungary,Marketing Database Analyst,Female,1,0.018%
Hungary,Naval Tactical Data System--Combat Information Center Officer,Male,1,0.018%
Hungary,"Operations Officer, Afloat (Naval Tactical Data Systems)",Male,1,0.018%
Hungary,Oracle Database Administrator (Oracle DBA),Male,1,0.018%
Hungary,SQL Database Administrator,Male,4,0.07%
Ireland,Automatic Data Processing Planner (ADP Planner),Male,1,0.018%
Ireland,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Female,1,0.018%
Ireland,Data Acquisition Technician,Male,1,0.018%
Ireland,Data Architect,Male,1,0.018%
Ireland,Data Communications Analyst,Female,2,0.035%
Ireland,Data Control Clerk Supervisor,Female,1,0.018%
Ireland,Data Input Clerk,Male,1,0.018%
Ireland,Data Management Associate,Female,1,0.018%
Ireland,Data Management Associate,Male,1,0.018%
Ireland,Data Miner,Female,1,0.018%
Ireland,Data Processing Auditor,Male,2,0.035%
Ireland,Data Processing Consultant,Male,2,0.035%
Ireland,Data Processing Manager,Male,1,0.018%
Ireland,Data Processing Mechanic,Female,1,0.018%
Ireland,Data Processing Systems Analyst,Male,2,0.035%
Ireland,Data Processing Systems Project Planner,Male,1,0.018%
Ireland,Data Scientist,Male,1,0.018%
Ireland,Data Security Administrator,Male,1,0.018%
Ireland,Data Specialist,Male,1,0.018%
Ireland,Data Systems Manager,Male,2,0.035%
Ireland,Data Warehouse Analyst,Female,1,0.018%
Ireland,Data Warehousing Manager,Female,1,0.018%
Ireland,Data Warehousing Specialist,Female,1,0.018%
Ireland,Database Administration Associate,Male,1,0.018%
Ireland,Database Architect,Male,1,0.018%
Ireland,Database Consultant,Male,1,0.018%
Ireland,Database Designer,Female,1,0.018%
Ireland,Database Modeler,Female,1,0.018%
Ireland,Database Modeler,Male,1,0.018%
Ireland,Database Security Administrator,Female,1,0.018%
Ireland,Database Tester,Female,1,0.018%
Ireland,Database Tester,Male,1,0.018%
Ireland,Electronic Data Processing Auditor (EDP Auditor),Female,1,0.018%
Ireland,Geographic Information Systems Data Manager (GIS Data Manager),Female,1,0.018%
Ireland,Geographic Information Systems Data Manager (GIS Data Manager),Male,1,0.018%
Ireland,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,1,0.018%
Ireland,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,2,0.035%
Ireland,LiDAR Data Analyst,Male,1,0.018%
Ireland,"Operations Officer, Afloat (Naval Tactical Data Systems)",Male,1,0.018%
Ireland,Oracle Database Administrator (Oracle DBA),Male,1,0.018%
Ireland,Reference Data Expert,Male,1,0.018%
Ireland,SQL Database Administrator,Male,1,0.018%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Female,1,0.018%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,9,0.158%
Italy,Automatic Data Processing Planner,Female,2,0.035%
Italy,Automatic Data Processing Planner,Male,5,0.088%
Italy,Automatic Data Processing Planner (ADP Planner),Female,1,0.018%
Italy,Automatic Data Processing Planner (ADP Planner),Male,8,0.14%
Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Female,2,0.035%
Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,6,0.105%
Italy,Business Database Analyst,Female,1,0.018%
Italy,Clinical Data Abstractor,Male,1,0.018%
Italy,Clinical Data Analyst,Male,1,0.018%
Italy,Clinical Data Associate,Male,2,0.035%
Italy,Clinical Data Coordinator,Male,1,0.018%
Italy,Clinical Data Management Associate Director,Male,1,0.018%
Italy,Clinical Data Management Manager (CDM Manager),Female,2,0.035%
Italy,Clinical Data Management Manager (CDM Manager),Male,1,0.018%
Italy,Clinical Data Specialist,Female,1,0.018%
Italy,Clinical Data Specialist,Male,1,0.018%
Italy,Computer or Data Processing Systems Consultant,Female,2,0.035%
Italy,Computer or Data Processing Systems Consultant,Male,5,0.088%
Italy,Customer Data Technician,Female,1,0.018%
Italy,Data Acquisition Technician,Female,2,0.035%
Italy,Data Administrator,Female,2,0.035%
Italy,Data Administrator,Male,11,0.193%
Italy,Data Analysis Assistant,Male,1,0.018%
Italy,Data Analyst,Male,2,0.035%
Italy,Data Architect,Female,4,0.07%
Italy,Data Architect,Male,7,0.123%
Italy,Data Base Design Analyst,Male,9,0.158%
Italy,Data Capture Clerk,Male,3,0.053%
Italy,Data Center Operator,Male,1,0.018%
Italy,Data Coder Operator,Male,5,0.088%
Italy,Data Collection Technician,Male,1,0.018%
Italy,Data Collector,Female,1,0.018%
Italy,Data Collector,Male,1,0.018%
Italy,Data Communications Analyst,Female,1,0.018%
Italy,Data Communications Analyst,Male,8,0.14%
Italy,Data Communications Software Consultant,Male,5,0.088%
Italy,Data Communications Technician,Male,1,0.018%
Italy,Data Compiler,Male,3,0.053%
Italy,Data Control Assistant,Female,1,0.018%
Italy,Data Control Assistant,Male,1,0.018%
Italy,Data Control Clerk Supervisor,Male,2,0.035%
Italy,Data Conversion Operator,Female,1,0.018%
Italy,Data Coordinator,Female,4,0.07%
Italy,Data Coordinator,Male,6,0.105%
Italy,Data Entry Associate,Male,1,0.018%
Italy,Data Entry Clerk,Male,3,0.053%
Italy,Data Entry Machine Operator,Male,1,0.018%
Italy,Data Entry Operator,Male,1,0.018%
Italy,Data Entry Representative,Female,1,0.018%
Italy,Data Entry Representative,Male,2,0.035%
Italy,Data Entry Specialist,Male,1,0.018%
Italy,Data Entry Supervisor,Male,3,0.053%
Italy,Data Examination Clerk,Female,1,0.018%
Italy,Data Input Clerk,Female,1,0.018%
Italy,Data Input Clerk,Male,3,0.053%
Italy,Data Management Associate,Female,1,0.018%
Italy,Data Management Associate,Male,5,0.088%
Italy,Data Management Information Technology Specialist,Male,9,0.158%
Italy,Data Manager,Female,2,0.035%
Italy,Data Manager,Male,2,0.035%
Italy,Data Miner,Female,2,0.035%
Italy,Data Miner,Male,12,0.21%
Italy,Data Modeler,Female,1,0.018%
Italy,Data Modeling Specialist,Female,4,0.07%
Italy,Data Modeling Specialist,Male,9,0.158%
Italy,Data Officer,Female,4,0.07%
Italy,Data Officer,Male,11,0.193%
Italy,Data Operations Director,Female,1,0.018%
Italy,Data Operations Director,Male,3,0.053%
Italy,Data Processing Auditor,Female,2,0.035%
Italy,Data Processing Auditor,Male,11,0.193%
Italy,Data Processing Auxiliary Equipment Operator,Female,1,0.018%
Italy,Data Processing Consultant,Male,4,0.07%
Italy,Data Processing Control Clerk,Male,2,0.035%
Italy,Data Processing Manager,Female,2,0.035%
Italy,Data Processing Manager,Male,3,0.053%
Italy,Data Processing Services Sales Representative,Male,1,0.018%
Italy,Data Processing Supervisor,Male,1,0.018%
Italy,Data Processing Systems Analyst,Male,9,0.158%
Italy,Data Processing Systems Project Planner,Female,1,0.018%
Italy,Data Processing Systems Project Planner,Male,9,0.158%
Italy,Data Processor,Female,1,0.018%
Italy,Data Processor,Male,2,0.035%
Italy,Data Reduction Technician,Female,1,0.018%
Italy,Data Sciences Director,Female,1,0.018%
Italy,Data Sciences Director,Male,1,0.018%
Italy,Data Scientist,Female,4,0.07%
Italy,Data Scientist,Male,8,0.14%
Italy,Data Security Administrator,Female,1,0.018%
Italy,Data Security Administrator,Male,2,0.035%
Italy,Data Security Analyst,Female,1,0.018%
Italy,Data Security Analyst,Male,5,0.088%
Italy,Data Specialist,Male,1,0.018%
Italy,Data Storage Specialist,Female,3,0.053%
Italy,Data Storage Specialist,Male,9,0.158%
Italy,Data Systems Manager,Female,2,0.035%
Italy,Data Systems Manager,Male,6,0.105%
Italy,Data Technician,Male,1,0.018%
Italy,Data Transcriber,Male,1,0.018%
Italy,Data Typist,Female,2,0.035%
Italy,Data Typist,Male,1,0.018%
Italy,Data Warehouse Analyst,Female,1,0.018%
Italy,Data Warehouse Analyst,Male,7,0.123%
Italy,Data Warehouse Architect,Female,2,0.035%
Italy,Data Warehouse Architect,Male,12,0.21%
Italy,Data Warehouse Developer,Female,1,0.018%
Italy,Data Warehouse Developer,Male,6,0.105%
Italy,Data Warehouse Specialist,Female,3,0.053%
Italy,Data Warehouse Specialist,Male,6,0.105%
Italy,Data Warehousing Engineer,Female,1,0.018%
Italy,Data Warehousing Engineer,Male,7,0.123%
Italy,Data Warehousing Manager,Female,4,0.07%
Italy,Data Warehousing Manager,Male,9,0.158%
Italy,Data Warehousing Specialist,Female,2,0.035%
Italy,Data Warehousing Specialist,Male,7,0.123%
Italy,Database Administration Associate,Female,1,0.018%
Italy,Database Administration Associate,Male,5,0.088%
Italy,Database Administration Manager,Female,1,0.018%
Italy,Database Administration Manager,Male,11,0.193%
Italy,Database Administration Project Manager,Male,1,0.018%
Italy,Database Administrator (DBA),Male,1,0.018%
Italy,Database Analyst,Male,3,0.053%
Italy,Database Architect,Female,2,0.035%
Italy,Database Architect,Male,13,0.228%
Italy,Database Consultant,Female,4,0.07%
Italy,Database Consultant,Male,7,0.123%
Italy,Database Coordinator,Female,2,0.035%
Italy,Database Coordinator,Male,3,0.053%
Italy,Database Design Analyst,Male,8,0.14%
Italy,Database Designer,Female,1,0.018%
Italy,Database Designer,Male,8,0.14%
Italy,Database Developer,Female,1,0.018%
Italy,Database Developer,Male,1,0.018%
Italy,Database Development Project Manager,Male,2,0.035%
Italy,Database Development and Administration Project Manager,Female,3,0.053%
Italy,Database Development and Administration Project Manager,Male,7,0.123%
Italy,Database Engineer,Female,1,0.018%
Italy,Database Engineer,Male,7,0.123%
Italy,Database Management System Specialist (DBMS Specialist),Female,1,0.018%
Italy,Database Management System Specialist (DBMS Specialist),Male,9,0.158%
Italy,Database Manager,Female,1,0.018%
Italy,Database Manager,Male,7,0.123%
Italy,Database Marketing Analyst,Female,1,0.018%
Italy,Database Marketing Analyst,Male,6,0.105%
Italy,Database Modeler,Male,6,0.105%
Italy,Database Programmer,Male,2,0.035%
Italy,Database Security Administrator,Female,3,0.053%
Italy,Database Security Administrator,Male,8,0.14%
Italy,Database Security Expert,Female,1,0.018%
Italy,Database Security Expert,Male,8,0.14%
Italy,Database Software Technician,Female,1,0.018%
Italy,Database Software Technician,Male,10,0.175%
Italy,Database Specialist,Female,1,0.018%
Italy,Database Specialist,Male,2,0.035%
Italy,Database Tester,Male,10,0.175%
Italy,Databases Computer Consultant,Male,4,0.07%
Italy,Databases Software Consultant,Male,3,0.053%
Italy,Datastage Developer,Male,1,0.018%
Italy,Director of Data Operations,Female,2,0.035%
Italy,Director of Data Operations,Male,6,0.105%
Italy,Electronic Data Interchange System Developer (EDI System Developer),Male,6,0.105%
Italy,Electronic Data Processing Auditor (EDP Auditor),Female,1,0.018%
Italy,Electronic Data Processing Auditor (EDP Auditor),Male,7,0.123%
Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Female,1,0.018%
Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Male,7,0.123%
Italy,Field Artillery Automated Tactical Data System Specialist,Male,2,0.035%
Italy,Field Traffic Data Technician,Male,1,0.018%
Italy,Flight Data Technician,Male,3,0.053%
Italy,Flight Test Data Acquisition Technician,Male,1,0.018%
Italy,GPS Field Data Collector (Global Positioning System Field Data Collector),Male,1,0.018%
Italy,Geographic Information Systems Data Administrator (GIS Data Administrator),Female,2,0.035%
Italy,Geographic Information Systems Data Administrator (GIS Data Administrator),Male,3,0.053%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),Female,2,0.035%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),Male,4,0.07%
Italy,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,1,0.018%
Italy,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,7,0.123%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),Female,1,0.018%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,11,0.193%
Italy,Head of Information Systems and Data Processing,Male,5,0.088%
Italy,Health Data Analyst,Male,3,0.053%
Italy,Internet Database Specialist,Female,2,0.035%
Italy,Internet Database Specialist,Male,9,0.158%
Italy,Marketing Database Analyst,Male,1,0.018%
Italy,Micro Computer Data Processor,Male,2,0.035%
Italy,Naval Tactical Data System--Combat Information Center Officer,Male,1,0.018%
Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Male,4,0.07%
Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Male,2,0.035%
Italy,"Operations Officer, Afloat (Naval Tactical Data Systems)",Male,3,0.053%
Italy,Oracle Database Administrator (Oracle DBA),Female,1,0.018%
Italy,Oracle Database Administrator (Oracle DBA),Male,3,0.053%
Italy,SCADA Operator (Supervisory Control and Data Acquisition Operator),Male,1,0.018%
Italy,SCADA Technician (Supervisory Control and Data Acquisition Technician),Male,2,0.035%
Italy,SQL Database Administrator,Male,9,0.158%
Italy,Scientific Database Curator,Male,3,0.053%
Italy,Survey Data Technician,Female,1,0.018%
Italy,Voice and Data Technician,Female,1,0.018%
Italy,Voice and Data Technician,Male,2,0.035%
Italy,Weight in Motion Field Data Collection Technician,Male,2,0.035%
Latvia,Clinical Data Manager,Male,1,0.018%
Latvia,Data Analyst,Male,1,0.018%
Latvia,Data Architect,Male,1,0.018%
Latvia,Data Base Design Analyst,Male,1,0.018%
Latvia,Data Communications Analyst,Male,1,0.018%
Latvia,Data Conversion Operator,Male,1,0.018%
Latvia,Data Coordinator,Male,1,0.018%
Latvia,Data Operations Director,Male,1,0.018%
Latvia,Data Processing Clerk,Female,1,0.018%
Latvia,Data Processing Manager,Female,1,0.018%
Latvia,Data Processing Systems Project Planner,Male,1,0.018%
Latvia,Data Systems Manager,Male,1,0.018%
Latvia,Data Warehouse Architect,Male,1,0.018%
Latvia,Data Warehousing Engineer,Male,2,0.035%
Latvia,Data Warehousing Manager,Female,1,0.018%
Latvia,Data Warehousing Specialist,Male,1,0.018%
Latvia,Database Administration Associate,Male,1,0.018%
Latvia,Database Design Analyst,Male,1,0.018%
Latvia,Databases Computer Consultant,Male,1,0.018%
Latvia,Director of Data Operations,Male,1,0.018%
Latvia,Head of Information Systems and Data Processing,Male,1,0.018%
Latvia,Weight in Motion Field Data Collection Technician,Male,1,0.018%
Lithuania,Automatic Data Processing Planner (ADP Planner),Male,2,0.035%
Lithuania,Clinical Data Management Associate Director,Male,1,0.018%
Lithuania,Data Communications Software Consultant,Male,2,0.035%
Lithuania,Data Entry Specialist,Male,1,0.018%
Lithuania,Data Operations Director,Male,1,0.018%
Lithuania,Data Processing Auditor,Male,1,0.018%
Lithuania,Data Processing Systems Project Planner,Female,1,0.018%
Lithuania,Data Security Administrator,Male,1,0.018%
Lithuania,Data Warehouse Architect,Male,1,0.018%
Lithuania,Data Warehouse Specialist,Male,1,0.018%
Lithuania,Database Administration Manager,Female,1,0.018%
Lithuania,Database Design Analyst,Male,1,0.018%
Lithuania,Database Designer,Male,1,0.018%
Lithuania,Database Management System Specialist (DBMS Specialist),Male,1,0.018%
Lithuania,Database Manager,Male,1,0.018%
Lithuania,Database Security Administrator,Male,1,0.018%
Lithuania,Database Specialist,Male,1,0.018%
Lithuania,Databases Software Consultant,Male,2,0.035%
Lithuania,Director of Data Operations,Male,1,0.018%
Lithuania,Electronic Data Processing Auditor (EDP Auditor),Male,2,0.035%
Lithuania,Internet Database Specialist,Male,1,0.018%
Lithuania,Maintenance Data Analyst,Male,1,0.018%
Lithuania,Oracle Database Administrator (Oracle DBA),Male,1,0.018%
Lithuania,SQL Database Administrator,Male,1,0.018%
Lithuania,Voice and Data Technician,Male,1,0.018%
Luxembourg,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,2,0.035%
Luxembourg,Data Communications Software Consultant,Female,1,0.018%
Luxembourg,Data Conversion Operator,Male,1,0.018%
Luxembourg,Data Processing Auditor,Male,1,0.018%
Luxembourg,Data Storage Specialist,Male,1,0.018%
Luxembourg,Database Design Analyst,Male,1,0.018%
Luxembourg,Database Security Administrator,Female,1,0.018%
Luxembourg,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,1,0.018%
Malta,Data Scientist,Male,1,0.018%
Malta,Database Coordinator,Male,2,0.035%
Malta,Geographic Information Systems Data Administrator (GIS Data Administrator),Male,1,0.018%
Malta,Internet Database Specialist,Male,1,0.018%
Netherlands,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,2,0.035%
Netherlands,Automatic Data Processing Planner,Male,3,0.053%
Netherlands,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,3,0.053%
Netherlands,Business Database Analyst,Female,1,0.018%
Netherlands,Clinical Data Associate,Male,1,0.018%
Netherlands,Clinical Data Manager,Male,1,0.018%
Netherlands,Computer or Data Processing Systems Consultant,Male,2,0.035%
Netherlands,Data Administrator,Male,3,0.053%
Netherlands,Data Analysis Assistant,Male,1,0.018%
Netherlands,Data Analyst,Male,1,0.018%
Netherlands,Data Center Operator,Male,2,0.035%
Netherlands,Data Collection Technician,Male,1,0.018%
Netherlands,Data Collector,Male,1,0.018%
Netherlands,Data Communications Analyst,Male,1,0.018%
Netherlands,Data Communications Software Consultant,Male,1,0.018%
Netherlands,Data Compiler,Male,1,0.018%
Netherlands,Data Control Assistant,Male,2,0.035%
Netherlands,Data Control Clerk Supervisor,Male,2,0.035%
Netherlands,Data Coordinator,Male,1,0.018%
Netherlands,Data Entry Associate,Male,1,0.018%
Netherlands,Data Entry Supervisor,Female,1,0.018%
Netherlands,Data Examination Clerk,Male,1,0.018%
Netherlands,Data Management Associate,Male,4,0.07%
Netherlands,Data Management Information Technology Specialist,Female,1,0.018%
Netherlands,Data Management Information Technology Specialist,Male,1,0.018%
Netherlands,Data Manager,Female,1,0.018%
Netherlands,Data Miner,Male,2,0.035%
Netherlands,Data Modeling Specialist,Male,2,0.035%
Netherlands,Data Processing Auditor,Male,1,0.018%
Netherlands,Data Processing Consultant,Male,2,0.035%
Netherlands,Data Processing Control Clerk,Male,1,0.018%
Netherlands,Data Processing Equipment Repairer,Female,1,0.018%
Netherlands,Data Processing Equipment Repairer,Male,2,0.035%
Netherlands,Data Processing Manager,Female,1,0.018%
Netherlands,Data Processing Manager,Male,3,0.053%
Netherlands,Data Processing Mechanic,Male,1,0.018%
Netherlands,Data Processing Services Sales Representative,Male,1,0.018%
Netherlands,Data Processing Systems Analyst,Female,1,0.018%
Netherlands,Data Processing Systems Analyst,Male,5,0.088%
Netherlands,Data Sciences Director,Female,1,0.018%
Netherlands,Data Scientist,Male,3,0.053%
Netherlands,Data Security Administrator,Male,2,0.035%
Netherlands,Data Security Analyst,Male,4,0.07%
Netherlands,Data Systems Manager,Male,1,0.018%
Netherlands,Data Technician,Male,1,0.018%
Netherlands,Data Warehouse Analyst,Male,3,0.053%
Netherlands,Data Warehouse Specialist,Male,2,0.035%
Netherlands,Data Warehousing Engineer,Female,2,0.035%
Netherlands,Data Warehousing Engineer,Male,3,0.053%
Netherlands,Data Warehousing Manager,Male,2,0.035%
Netherlands,Database Administration Associate,Female,1,0.018%
Netherlands,Database Administration Associate,Male,2,0.035%
Netherlands,Database Administration Manager,Male,1,0.018%
Netherlands,Database Administration Project Manager,Male,1,0.018%
Netherlands,Database Analyst,Female,1,0.018%
Netherlands,Database Architect,Male,1,0.018%
Netherlands,Database Consultant,Male,3,0.053%
Netherlands,Database Coordinator,Male,4,0.07%
Netherlands,Database Design Analyst,Male,1,0.018%
Netherlands,Database Designer,Male,3,0.053%
Netherlands,Database Development and Administration Project Manager,Male,1,0.018%
Netherlands,Database Management System Specialist (DBMS Specialist),Male,2,0.035%
Netherlands,Database Manager,Male,2,0.035%
Netherlands,Database Marketing Analyst,Female,2,0.035%
Netherlands,Database Marketing Analyst,Male,3,0.053%
Netherlands,Database Modeler,Female,3,0.053%
Netherlands,Database Security Administrator,Male,1,0.018%
Netherlands,Database Security Expert,Male,2,0.035%
