Country,Job Title,Gender,Quantity,Percentage
France,Data Miner,Male,10,0.175%
France,Data Modeler,Male,2,0.035%
France,Data Modeling Specialist,Female,1,0.018%
France,Data Modeling Specialist,Male,13,0.228%
France,Data Officer,Female,3,0.053%
France,Data Officer,Male,12,0.21%
France,Data Operations Director,Male,6,0.105%
France,Data Processing Auditor,Male,7,0.123%
France,Data Processing Consultant,Male,5,0.088%
France,Data Processing Manager,Female,2,0.035%
France,Data Processing Manager,Male,7,0.123%
France,Data Processing Systems Analyst,Female,2,0.035%
France,Data Processing Systems Analyst,Male,8,0.14%
France,Data Processing Systems Project Planner,Male,7,0.123%
France,Data Recovery Planner,Male,2,0.035%
France,Data Reduction Technician,Male,1,0.018%
France,Data Sciences Director,Male,1,0.018%
France,Data Scientist,Female,2,0.035%
France,Data Scientist,Male,5,0.088%
France,Data Security Administrator,Female,1,0.018%
France,Data Security Administrator,Male,11,0.193%
France,Data Security Analyst,Female,1,0.018%
France,Data Security Analyst,Male,6,0.105%
France,Data Specialist,Male,1,0.018%
France,Data Storage Specialist,Female,1,0.018%
France,Data Storage Specialist,Male,8,0.14%
France,Data Systems Manager,Female,1,0.018%
France,Data Systems Manager,Male,5,0.088%
France,Data Technician,Female,1,0.018%
France,Data Transcriber,Female,2,0.035%
France,Data Transcriber,Male,1,0.018%
France,Data Typist,Male,1,0.018%
France,Data Warehouse Analyst,Female,2,0.035%
France,Data Warehouse Analyst,Male,8,0.14%
France,Data Warehouse Architect,Female,1,0.018%
France,Data Warehouse Architect,Male,8,0.14%
France,Data Warehouse Developer,Female,1,0.018%
France,Data Warehouse Developer,Male,4,0.07%
France,Data Warehouse Specialist,Male,11,0.193%
France,Data Warehousing Engineer,Female,2,0.035%
France,Data Warehousing Engineer,Male,4,0.07%
France,Data Warehousing Manager,Male,9,0.158%
France,Data Warehousing Specialist,Female,1,0.018%
France,Data Warehousing Specialist,Male,6,0.105%
France,Database Administration Associate,Female,2,0.035%
France,Database Administration Associate,Male,8,0.14%
France,Database Administration Manager,Female,1,0.018%
France,Database Administration Manager,Male,1,0.018%
France,Database Administration Project Manager,Male,1,0.018%
France,Database Analyst,Male,3,0.053%
France,Database Architect,Female,2,0.035%
France,Database Architect,Male,9,0.158%
France,Database Consultant,Female,4,0.07%
France,Database Consultant,Male,10,0.175%
France,Database Coordinator,Female,1,0.018%
France,Database Coordinator,Male,14,0.246%
France,Database Design Analyst,Female,2,0.035%
France,Database Design Analyst,Male,6,0.105%
France,Database Designer,Female,1,0.018%
France,Database Designer,Male,7,0.123%
France,Database Developer,Male,1,0.018%
France,Database Development Project Manager,Male,1,0.018%
France,Database Development and Administration Project Manager,Female,3,0.053%
France,Database Development and Administration Project Manager,Male,7,0.123%
France,Database Engineer,Female,2,0.035%
France,Database Engineer,Male,7,0.123%
France,Database Management System Specialist (DBMS Specialist),Male,4,0.07%
France,Database Manager,Female,3,0.053%
France,Database Manager,Male,7,0.123%
France,Database Marketing Analyst,Female,4,0.07%
France,Database Marketing Analyst,Male,8,0.14%
France,Database Modeler,Male,13,0.228%
France,Database Programmer,Female,1,0.018%
France,Database Programmer,Male,2,0.035%
France,Database Security Administrator,Female,1,0.018%
France,Database Security Administrator,Male,7,0.123%
France,Database Security Expert,Female,1,0.018%
France,Database Security Expert,Male,6,0.105%
France,Database Software Technician,Female,3,0.053%
France,Database Software Technician,Male,10,0.175%
France,Database Specialist,Female,1,0.018%
France,Database Specialist,Male,7,0.123%
France,Database Tester,Female,2,0.035%
France,Database Tester,Male,9,0.158%
France,Databases Computer Consultant,Female,3,0.053%
France,Databases Computer Consultant,Male,4,0.07%
France,Databases Software Consultant,Female,2,0.035%
France,Databases Software Consultant,Male,4,0.07%
France,Datastage Developer,Male,1,0.018%
France,Director of Data Operations,Female,3,0.053%
France,Director of Data Operations,Male,13,0.228%
France,Electronic Data Interchange System Developer (EDI System Developer),Female,2,0.035%
France,Electronic Data Interchange System Developer (EDI System Developer),Male,7,0.123%
France,Electronic Data Processing Auditor (EDP Auditor),Male,7,0.123%
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Female,2,0.035%
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Male,4,0.07%
France,Field Traffic Data Technician,Male,2,0.035%
France,Flight Test Data Acquisition Technician,Female,1,0.018%
France,GPS Field Data Collector (Global Positioning System Field Data Collector),Female,1,0.018%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),Female,2,0.035%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),Male,10,0.175%
France,Geographic Information Systems Data Manager (GIS Data Manager),Male,6,0.105%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,2,0.035%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,7,0.123%
France,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,4,0.07%
France,Head of Information Systems and Data Processing,Female,1,0.018%
France,Head of Information Systems and Data Processing,Male,11,0.193%
France,Internet Database Specialist,Female,2,0.035%
France,Internet Database Specialist,Male,8,0.14%
France,Log Data Technician,Male,4,0.07%
France,Maintenance Data Analyst,Female,1,0.018%
France,Maintenance Data Analyst,Male,1,0.018%
France,Marketing Database Analyst,Female,1,0.018%
France,Medical Data Analyst,Female,2,0.035%
France,Micro Computer Data Processor,Male,1,0.018%
France,Naval Tactical Data System--Combat Information Center Officer,Female,1,0.018%
France,Naval Tactical Data System--Combat Information Center Officer,Male,1,0.018%
France,"Operations Officer, Afloat (Naval Tactical Data Systems)",Male,1,0.018%
France,Oracle Database Administrator (Oracle DBA),Female,3,0.053%
France,Oracle Database Administrator (Oracle DBA),Male,9,0.158%
France,Reference Data Expert,Male,1,0.018%
France,SCADA Operator (Supervisory Control and Data Acquisition Operator),Female,2,0.035%
France,SCADA Operator (Supervisory Control and Data Acquisition Operator),Male,1,0.018%
France,SCADA Technician (Supervisory Control and Data Acquisition Technician),Female,1,0.018%
France,SCADA Technician (Supervisory Control and Data Acquisition Technician),Male,1,0.018%
France,SQL Database Administrator,Female,1,0.018%
France,SQL Database Administrator,Male,2,0.035%
France,Scientific Database Curator,Male,2,0.035%
France,Survey Data Technician,Female,1,0.018%
France,Voice and Data Technician,Male,1,0.018%
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,7,0.123%
Germany,Automatic Data Processing Planner,Female,1,0.018%
Germany,Automatic Data Processing Planner,Male,8,0.14%
Germany,Automatic Data Processing Planner (ADP Planner),Female,1,0.018%
Germany,Automatic Data Processing Planner (ADP Planner),Male,12,0.21%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Female,4,0.07%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,5,0.088%
Germany,Business Database Analyst,Male,1,0.018%
Germany,Clinical Data Abstractor,Female,1,0.018%
Germany,Clinical Data Abstractor,Male,3,0.053%
Germany,Clinical Data Analyst,Female,1,0.018%
Germany,Clinical Data Analyst,Male,1,0.018%
Germany,Clinical Data Associate,Male,1,0.018%
Germany,Clinical Data Coordinator,Male,3,0.053%
Germany,Clinical Data Management Associate Director,Male,3,0.053%
Germany,Clinical Data Management Manager (CDM Manager),Female,1,0.018%
Germany,Clinical Data Manager,Male,1,0.018%
Germany,Clinical Trials Data Coordinator,Male,1,0.018%
Germany,Computer or Data Processing Systems Consultant,Female,3,0.053%
Germany,Computer or Data Processing Systems Consultant,Male,9,0.158%
Germany,Crime Data Specialist,Female,1,0.018%
Germany,Customer Data Technician,Male,2,0.035%
Germany,Data Abstractor,Male,2,0.035%
Germany,Data Administrator,Female,2,0.035%
Germany,Data Administrator,Male,11,0.193%
Germany,Data Architect,Male,13,0.228%
Germany,Data Base Design Analyst,Female,2,0.035%
Germany,Data Base Design Analyst,Male,8,0.14%
Germany,Data Center Manager,Female,1,0.018%
Germany,Data Center Manager,Male,1,0.018%
Germany,Data Center Operator,Male,5,0.088%
Germany,Data Coder Operator,Male,1,0.018%
Germany,Data Collection Technician,Female,1,0.018%
Germany,Data Collection Technician,Male,2,0.035%
Germany,Data Communications Analyst,Female,2,0.035%
Germany,Data Communications Analyst,Male,11,0.193%
Germany,Data Communications Software Consultant,Male,10,0.175%
Germany,Data Compiler,Male,2,0.035%
Germany,Data Control Clerk Supervisor,Male,1,0.018%
Germany,Data Conversion Operator,Female,1,0.018%
Germany,Data Conversion Operator,Male,2,0.035%
Germany,Data Coordinator,Female,4,0.07%
Germany,Data Coordinator,Male,7,0.123%
Germany,Data Entry Machine Operator,Male,1,0.018%
Germany,Data Entry Representative,Female,1,0.018%
Germany,Data Entry Representative,Male,1,0.018%
Germany,Data Entry Supervisor,Male,2,0.035%
Germany,Data Entry Technician,Male,3,0.053%
Germany,Data Input Clerk,Male,2,0.035%
Germany,Data Keyer,Male,2,0.035%
Germany,Data Management Associate,Male,5,0.088%
Germany,Data Management Information Technology Specialist,Female,2,0.035%
Germany,Data Management Information Technology Specialist,Male,9,0.158%
Germany,Data Management Manager,Female,1,0.018%
Germany,Data Manager,Male,1,0.018%
Germany,Data Miner,Male,8,0.14%
Germany,Data Modeler,Male,1,0.018%
Germany,Data Modeling Specialist,Female,2,0.035%
Germany,Data Modeling Specialist,Male,10,0.175%
Germany,Data Officer,Female,5,0.088%
Germany,Data Officer,Male,13,0.228%
Germany,Data Operations Director,Male,3,0.053%
Germany,Data Processing Auditor,Female,3,0.053%
Germany,Data Processing Auditor,Male,2,0.035%
Germany,Data Processing Auxiliary Equipment Operator,Male,2,0.035%
Germany,Data Processing Clerk,Male,1,0.018%
Germany,Data Processing Consultant,Female,3,0.053%
Germany,Data Processing Consultant,Male,7,0.123%
Germany,Data Processing Control Clerk,Male,1,0.018%
Germany,Data Processing Equipment Repairer,Male,1,0.018%
Germany,Data Processing Manager,Male,11,0.193%
Germany,Data Processing Services Sales Representative,Male,4,0.07%
Germany,Data Processing Supervisor,Male,1,0.018%
Germany,Data Processing Systems Analyst,Female,3,0.053%
Germany,Data Processing Systems Analyst,Male,5,0.088%
Germany,Data Processing Systems Project Planner,Male,10,0.175%
Germany,Data Processor,Male,3,0.053%
Germany,Data Recovery Planner,Male,1,0.018%
Germany,Data Reduction Technician,Male,2,0.035%
Germany,Data Sciences Director,Male,2,0.035%
Germany,Data Scientist,Female,1,0.018%
Germany,Data Scientist,Male,7,0.123%
Germany,Data Security Administrator,Female,1,0.018%
Germany,Data Security Administrator,Male,11,0.193%
Germany,Data Security Analyst,Male,9,0.158%
Germany,Data Specialist,Male,2,0.035%
Germany,Data Storage Specialist,Female,5,0.088%
Germany,Data Storage Specialist,Male,11,0.193%
Germany,Data Systems Manager,Female,1,0.018%
Germany,Data Systems Manager,Male,9,0.158%
Germany,Data Technician,Male,1,0.018%
Germany,Data Transcriber,Female,1,0.018%
Germany,Data Transcriber,Male,2,0.035%
Germany,Data Typist,Male,2,0.035%
Germany,Data Warehouse Analyst,Male,9,0.158%
Germany,Data Warehouse Architect,Female,1,0.018%
Germany,Data Warehouse Architect,Male,11,0.193%
Germany,Data Warehouse Developer,Female,1,0.018%
Germany,Data Warehouse Developer,Male,14,0.246%
Germany,Data Warehouse Specialist,Female,3,0.053%
Germany,Data Warehouse Specialist,Male,9,0.158%
Germany,Data Warehousing Engineer,Male,7,0.123%
Germany,Data Warehousing Manager,Female,1,0.018%
Germany,Data Warehousing Manager,Male,7,0.123%
Germany,Data Warehousing Specialist,Female,1,0.018%
Germany,Data Warehousing Specialist,Male,10,0.175%
Germany,Database Administration Associate,Female,3,0.053%
Germany,Database Administration Associate,Male,6,0.105%
Germany,Database Administration Manager,Female,2,0.035%
Germany,Database Administration Manager,Male,12,0.21%
Germany,Database Administration Project Manager,Male,3,0.053%
Germany,Database Administrator (DBA),Male,4,0.07%
Germany,Database Analyst,Female,2,0.035%
Germany,Database Analyst,Male,4,0.07%
Germany,Database Architect,Female,2,0.035%
Germany,Database Architect,Male,7,0.123%
Germany,Database Consultant,Female,3,0.053%
Germany,Database Consultant,Male,10,0.175%
Germany,Database Coordinator,Male,9,0.158%
Germany,Database Design Analyst,Female,1,0.018%
Germany,Database Design Analyst,Male,3,0.053%
Germany,Database Designer,Male,5,0.088%
Germany,Database Developer,Male,2,0.035%
Germany,Database Development Project Manager,Male,1,0.018%
Germany,Database Development and Administration Project Manager,Female,1,0.018%
Germany,Database Development and Administration Project Manager,Male,11,0.193%
Germany,Database Engineer,Female,2,0.035%
Germany,Database Engineer,Male,11,0.193%
Germany,Database Management System Specialist (DBMS Specialist),Female,6,0.105%
Germany,Database Management System Specialist (DBMS Specialist),Male,9,0.158%
Germany,Database Manager,Female,1,0.018%
Germany,Database Manager,Male,10,0.175%
Germany,Database Marketing Analyst,Female,1,0.018%
Germany,Database Marketing Analyst,Male,7,0.123%
Germany,Database Modeler,Female,1,0.018%
Germany,Database Modeler,Male,10,0.175%
Germany,Database Programmer,Male,1,0.018%
Germany,Database Security Administrator,Female,2,0.035%
Germany,Database Security Administrator,Male,3,0.053%
Germany,Database Security Expert,Female,1,0.018%
Germany,Database Security Expert,Male,6,0.105%
Germany,Database Software Technician,Female,2,0.035%
Germany,Database Software Technician,Male,9,0.158%
Germany,Database Specialist,Female,1,0.018%
Germany,Database Specialist,Male,10,0.175%
Germany,Database Tester,Male,7,0.123%
Germany,Databases Computer Consultant,Female,1,0.018%
Germany,Databases Computer Consultant,Male,7,0.123%
Germany,Databases Software Consultant,Male,6,0.105%
Germany,Datastage Developer,Male,3,0.053%
Germany,Director of Data Operations,Female,1,0.018%
Germany,Director of Data Operations,Male,6,0.105%
Germany,Electronic Data Interchange System Developer (EDI System Developer),Female,2,0.035%
Germany,Electronic Data Interchange System Developer (EDI System Developer),Male,11,0.193%
Germany,Electronic Data Processing Auditor (EDP Auditor),Male,9,0.158%
Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Female,4,0.07%
Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Male,7,0.123%
Germany,Field Artillery Automated Tactical Data System Specialist,Male,1,0.018%
Germany,Field Traffic Data Technician,Male,2,0.035%
Germany,Flight Data Technician,Female,1,0.018%
Germany,Flight Data Technician,Male,3,0.053%
Germany,Flight Test Data Acquisition Technician,Male,2,0.035%
Germany,GPS Field Data Collector (Global Positioning System Field Data Collector),Female,1,0.018%
Germany,GPS Field Data Collector (Global Positioning System Field Data Collector),Male,3,0.053%
Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),Female,3,0.053%
Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),Male,7,0.123%
Germany,Geographic Information Systems Data Manager (GIS Data Manager),Male,10,0.175%
Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,2,0.035%
Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,13,0.228%
Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),Female,2,0.035%
Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,9,0.158%
Germany,Head of Information Systems and Data Processing,Female,2,0.035%
Germany,Head of Information Systems and Data Processing,Male,10,0.175%
Germany,Health Data Analyst,Male,1,0.018%
Germany,Internet Database Specialist,Female,1,0.018%
Germany,Internet Database Specialist,Male,10,0.175%
Germany,LiDAR Data Analyst,Male,1,0.018%
Germany,Log Data Technician,Female,1,0.018%
Germany,Log Data Technician,Male,2,0.035%
Germany,Maintenance Data Analyst,Male,1,0.018%
Germany,Marketing Database Analyst,Male,3,0.053%
Germany,Medical Data Analyst,Male,2,0.035%
Germany,Micro Computer Data Processor,Male,2,0.035%
Germany,Naval Tactical Data System--Combat Information Center Officer,Male,1,0.018%
Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Male,3,0.053%
Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Male,2,0.035%
Germany,Oracle Database Administrator (Oracle DBA),Female,3,0.053%
Germany,Oracle Database Administrator (Oracle DBA),Male,15,0.263%
Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),Female,2,0.035%
Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),Male,1,0.018%
Germany,SCADA Technician (Supervisory Control and Data Acquisition Technician),Male,1,0.018%
Germany,SQL Database Administrator,Male,5,0.088%
Germany,Survey Data Technician,Male,1,0.018%
Germany,Voice and Data Technician,Male,4,0.07%
Great Britain,Analytical Data Miner,Male,2,0.035%
Great Britain,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Female,2,0.035%
Great Britain,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,8,0.14%
Great Britain,Automatic Data Processing Planner,Female,3,0.053%
Great Britain,Automatic Data Processing Planner,Male,6,0.105%
Great Britain,Automatic Data Processing Planner (ADP Planner),Female,1,0.018%
Great Britain,Automatic Data Processing Planner (ADP Planner),Male,5,0.088%
Great Britain,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,10,0.175%
Great Britain,Business Database Analyst,Male,1,0.018%
Great Britain,Clinical Data Associate,Male,1,0.018%
Great Britain,Clinical Data Management Associate Director,Male,1,0.018%
Great Britain,Clinical Data Manager,Male,1,0.018%
Great Britain,Clinical Data Specialist,Male,1,0.018%
Great Britain,Computer or Data Processing Systems Consultant,Female,3,0.053%
Great Britain,Computer or Data Processing Systems Consultant,Male,10,0.175%
Great Britain,Crime Data Specialist,Male,1,0.018%
Great Britain,Customer Data Technician,Female,3,0.053%
Great Britain,Customer Data Technician,Male,2,0.035%
Great Britain,Data Abstractor,Female,1,0.018%
Great Britain,Data Acquisition Technician,Female,1,0.018%
Great Britain,Data Acquisition Technician,Male,2,0.035%
Great Britain,Data Administrator,Female,2,0.035%
Great Britain,Data Administrator,Male,11,0.193%
Great Britain,Data Analysis Assistant,Male,2,0.035%
Great Britain,Data Analyst,Female,1,0.018%
Great Britain,Data Analyst,Male,2,0.035%
Great Britain,Data Architect,Female,2,0.035%
Great Britain,Data Architect,Male,8,0.14%
Great Britain,Data Base Design Analyst,Male,5,0.088%
Great Britain,Data Center Manager,Female,1,0.018%
Great Britain,Data Center Operator,Female,1,0.018%
Great Britain,Data Collection Technician,Female,1,0.018%
Great Britain,Data Collector,Male,1,0.018%
Great Britain,Data Communications Analyst,Male,5,0.088%
Great Britain,Data Communications Software Consultant,Female,1,0.018%
Great Britain,Data Communications Software Consultant,Male,9,0.158%
Great Britain,Data Compiler,Male,2,0.035%
Great Britain,Data Conversion Operator,Male,1,0.018%
Great Britain,Data Coordinator,Male,9,0.158%
Great Britain,Data Entry Associate,Male,3,0.053%
Great Britain,Data Entry Clerk,Female,1,0.018%
Great Britain,Data Entry Machine Operator,Male,1,0.018%
Great Britain,Data Entry Operator,Female,1,0.018%
Great Britain,Data Entry Operator,Male,3,0.053%
Great Britain,Data Entry Representative,Male,1,0.018%
Great Britain,Data Entry Technician,Male,1,0.018%
Great Britain,Data Examination Clerk,Male,2,0.035%
Great Britain,Data Input Clerk,Female,1,0.018%
Great Britain,Data Input Clerk,Male,2,0.035%
Great Britain,Data Keyer,Female,1,0.018%
Great Britain,Data Management Associate,Female,2,0.035%
Great Britain,Data Management Associate,Male,3,0.053%
Great Britain,Data Management Information Technology Specialist,Female,1,0.018%
Great Britain,Data Management Information Technology Specialist,Male,2,0.035%
Great Britain,Data Management Manager,Male,1,0.018%
Great Britain,Data Manager,Male,2,0.035%
Great Britain,Data Miner,Female,2,0.035%
Great Britain,Data Miner,Male,5,0.088%
Great Britain,Data Modeler,Male,2,0.035%
Great Britain,Data Modeling Specialist,Female,1,0.018%
Great Britain,Data Modeling Specialist,Male,9,0.158%
Great Britain,Data Officer,Female,3,0.053%
Great Britain,Data Officer,Male,5,0.088%
Great Britain,Data Operations Director,Male,5,0.088%
Great Britain,Data Processing Auditor,Female,2,0.035%
Great Britain,Data Processing Auditor,Male,6,0.105%
Great Britain,Data Processing Auxiliary Equipment Operator,Male,1,0.018%
Great Britain,Data Processing Consultant,Female,2,0.035%
Great Britain,Data Processing Consultant,Male,3,0.053%
Great Britain,Data Processing Control Clerk,Female,1,0.018%
Great Britain,Data Processing Manager,Female,1,0.018%
Great Britain,Data Processing Manager,Male,7,0.123%
Great Britain,Data Processing Mechanic,Male,1,0.018%
Great Britain,Data Processing Services Sales Representative,Male,1,0.018%
Great Britain,Data Processing Supervisor,Female,1,0.018%
Great Britain,Data Processing Systems Analyst,Female,2,0.035%
Great Britain,Data Processing Systems Analyst,Male,10,0.175%
Great Britain,Data Processing Systems Project Planner,Female,1,0.018%
Great Britain,Data Processing Systems Project Planner,Male,4,0.07%
Great Britain,Data Processor,Female,1,0.018%
Great Britain,Data Processor,Male,4,0.07%
Great Britain,Data Recovery Planner,Male,2,0.035%
Great Britain,Data Reduction Technician,Male,1,0.018%
Great Britain,Data Reviewer,Male,2,0.035%
Great Britain,Data Sciences Director,Male,1,0.018%
Great Britain,Data Scientist,Female,1,0.018%
Great Britain,Data Scientist,Male,7,0.123%
Great Britain,Data Security Administrator,Male,4,0.07%
Great Britain,Data Security Analyst,Male,9,0.158%
Great Britain,Data Specialist,Male,1,0.018%
Great Britain,Data Storage Specialist,Female,2,0.035%
Great Britain,Data Storage Specialist,Male,4,0.07%
Great Britain,Data Systems Manager,Female,1,0.018%
Great Britain,Data Systems Manager,Male,9,0.158%
Great Britain,Data Technician,Female,1,0.018%
Great Britain,Data Typist,Female,1,0.018%
Great Britain,Data Typist,Male,2,0.035%
Great Britain,Data Warehouse Analyst,Male,8,0.14%
Great Britain,Data Warehouse Architect,Female,3,0.053%
Great Britain,Data Warehouse Architect,Male,9,0.158%
Great Britain,Data Warehouse Developer,Female,1,0.018%
Great Britain,Data Warehouse Developer,Male,6,0.105%
Great Britain,Data Warehouse Specialist,Male,8,0.14%
Great Britain,Data Warehousing Engineer,Male,4,0.07%
Great Britain,Data Warehousing Manager,Female,1,0.018%
Great Britain,Data Warehousing Manager,Male,3,0.053%
Great Britain,Data Warehousing Specialist,Female,1,0.018%
Great Britain,Data Warehousing Specialist,Male,6,0.105%
Great Britain,Database Administration Associate,Female,3,0.053%
Great Britain,Database Administration Associate,Male,10,0.175%
Great Britain,Database Administration Manager,Male,7,0.123%
Great Britain,Database Administration Project Manager,Male,3,0.053%
Great Britain,Database Administrator (DBA),Male,1,0.018%
Great Britain,Database Analyst,Female,1,0.018%
Great Britain,Database Analyst,Male,1,0.018%
Great Britain,Database Architect,Male,9,0.158%
Great Britain,Database Consultant,Female,2,0.035%
Great Britain,Database Consultant,Male,8,0.14%
Great Britain,Database Coordinator,Male,8,0.14%
Great Britain,Database Design Analyst,Female,3,0.053%
Great Britain,Database Design Analyst,Male,6,0.105%
Great Britain,Database Designer,Female,2,0.035%
Great Britain,Database Designer,Male,10,0.175%
Great Britain,Database Developer,Male,1,0.018%
Great Britain,Database Development Project Manager,Male,1,0.018%
Great Britain,Database Development and Administration Project Manager,Female,1,0.018%
Great Britain,Database Development and Administration Project Manager,Male,4,0.07%
Great Britain,Database Engineer,Male,11,0.193%
Great Britain,Database Management System Specialist (DBMS Specialist),Female,2,0.035%
Great Britain,Database Management System Specialist (DBMS Specialist),Male,6,0.105%
Great Britain,Database Manager,Female,1,0.018%
Great Britain,Database Manager,Male,11,0.193%
Great Britain,Database Marketing Analyst,Female,1,0.018%
Great Britain,Database Marketing Analyst,Male,4,0.07%
Great Britain,Database Modeler,Female,4,0.07%
Great Britain,Database Modeler,Male,6,0.105%
Great Britain,Database Programmer,Female,1,0.018%
Great Britain,Database Security Administrator,Female,2,0.035%
Great Britain,Database Security Administrator,Male,4,0.07%
Great Britain,Database Security Expert,Female,2,0.035%
Great Britain,Database Security Expert,Male,8,0.14%
Great Britain,Database Software Technician,Female,1,0.018%
Great Britain,Database Software Technician,Male,5,0.088%
Great Britain,Database Specialist,Female,1,0.018%
Great Britain,Database Specialist,Male,6,0.105%
Great Britain,Database Technician,Male,1,0.018%
Great Britain,Database Tester,Female,5,0.088%
Great Britain,Database Tester,Male,9,0.158%
Great Britain,Databases Computer Consultant,Female,1,0.018%
Great Britain,Databases Computer Consultant,Male,4,0.07%
Great Britain,Databases Software Consultant,Male,4,0.07%
Great Britain,Director of Data Operations,Male,5,0.088%
Great Britain,Electronic Data Interchange System Developer (EDI System Developer),Male,8,0.14%
Great Britain,Electronic Data Processing Auditor (EDP Auditor),Male,5,0.088%
Great Britain,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Female,1,0.018%
Great Britain,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Male,7,0.123%
Great Britain,Field Artillery Automated Tactical Data System Specialist,Male,1,0.018%
Great Britain,Field Traffic Data Technician,Male,3,0.053%
Great Britain,Flight Data Technician,Male,1,0.018%
Great Britain,Flight Test Data Acquisition Technician,Male,2,0.035%
Great Britain,GPS Field Data Collector (Global Positioning System Field Data Collector),Female,1,0.018%
Great Britain,Geographic Information Systems Data Administrator (GIS Data Administrator),Female,2,0.035%
Great Britain,Geographic Information Systems Data Administrator (GIS Data Administrator),Male,6,0.105%
Great Britain,Geographic Information Systems Data Manager (GIS Data Manager),Female,1,0.018%
Great Britain,Geographic Information Systems Data Manager (GIS Data Manager),Male,3,0.053%
Great Britain,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,3,0.053%
Great Britain,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,9,0.158%
Great Britain,Geographic Information Systems Database Administrator (GIS Database Administrator),Female,1,0.018%
Great Britain,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,6,0.105%
Great Britain,Head of Information Systems and Data Processing,Female,1,0.018%
Great Britain,Head of Information Systems and Data Processing,Male,11,0.193%
Great Britain,Internet Database Specialist,Male,9,0.158%
Great Britain,LiDAR Data Analyst,Male,2,0.035%
Great Britain,Log Data Technician,Male,1,0.018%
Great Britain,Maintenance Data Analyst,Male,2,0.035%
Great Britain,Marketing Database Analyst,Male,3,0.053%
Great Britain,Medical Data Analyst,Male,4,0.07%
Great Britain,Micro Computer Data Processor,Female,1,0.018%
Great Britain,Naval Tactical Data System--Combat Information Center Officer,Male,4,0.07%
Great Britain,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Female,1,0.018%
Great Britain,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Male,1,0.018%
Great Britain,Oracle Database Administrator (Oracle DBA),Female,1,0.018%
Great Britain,Oracle Database Administrator (Oracle DBA),Male,8,0.14%
Great Britain,SCADA Operator (Supervisory Control and Data Acquisition Operator),Male,1,0.018%
Great Britain,SCADA Technician (Supervisory Control and Data Acquisition Technician),Male,1,0.018%
Great Britain,SQL Database Administrator,Male,8,0.14%
Great Britain,Survey Data Technician,Male,1,0.018%
Greece,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Female,1,0.018%
Greece,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,2,0.035%
Greece,Automatic Data Processing Planner,Male,1,0.018%
Greece,Automatic Data Processing Planner (ADP Planner),Male,3,0.053%
Greece,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,3,0.053%
Greece,Clinical Data Abstractor,Female,1,0.018%
Greece,Clinical Data Abstractor,Male,1,0.018%
Greece,Clinical Data Associate,Male,1,0.018%
Greece,Clinical Data Management Manager (CDM Manager),Male,2,0.035%
Greece,Computer or Data Processing Systems Consultant,Male,1,0.018%
Greece,Customer Data Technician,Male,1,0.018%
Greece,Data Abstractor,Female,1,0.018%
Greece,Data Abstractor,Male,1,0.018%
Greece,Data Administrator,Female,1,0.018%
Greece,Data Administrator,Male,1,0.018%
Greece,Data Architect,Male,3,0.053%
Greece,Data Base Design Analyst,Female,1,0.018%
Greece,Data Communications Analyst,Male,1,0.018%
Greece,Data Communications Software Consultant,Male,3,0.053%
Greece,Data Communications Technician,Male,1,0.018%
Greece,Data Coordinator,Male,1,0.018%
Greece,Data Entry Clerk,Female,1,0.018%
